model,threshold_mode,jitter,poison_ratio,fidelity_median,n_seeds,delta_fpr,delta_fpr_sd,delta_tpr,delta_tpr_sd,sigma_control_fpr,sigma_control_tpr,exceeds_noise
rf,fixed,0.1,0.01,0.09032301474981072,5,0.017169999999999998,0.01219771238798489,0.007327551268541765,0.0027610583285064935,0.01482329764462768,0.004497682586038158,False
rf,fixed,0.1,0.02,0.0906294825090054,5,0.016714999999999997,0.02531250679012255,0.01707060063224448,0.007277906052800998,0.01482329764462768,0.004497682586038158,False
rf,fixed,0.1,0.05,0.09049369262974466,5,0.035050000000000005,0.01552043008424702,0.03932884818027067,0.01456675401134258,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.1,0.1,0.09033014239475093,5,0.03195,0.016381258346049,0.024300883521115323,0.013496705732609053,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.1,0.2,0.09055539550988478,5,0.04938,0.021291712002560997,0.04116073599740615,0.005898643136827344,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.1,0.5,0.09030748479091485,5,0.040315000000000004,0.0216288262510937,0.057826051714355134,0.006587743920364437,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.2,0.02,0.1727840759535501,5,0.029374999999999995,0.015256033642464218,0.01895112263921537,0.006116553711440994,0.01482329764462768,0.004497682586038158,False
rf,fixed,0.2,0.05,0.17261343271534899,5,0.03758,0.013556068751669863,0.025224933127988992,0.014117348275536125,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.2,0.1,0.17262102139585886,5,0.03573,0.010235926313724619,0.030915133338737143,0.011045274343147938,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.2,0.2,0.17261844716975422,5,0.04444,0.014593904977763836,0.034741022939126176,0.01546475046570446,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.3,0.005,0.25203698837677624,5,0.019545,0.017185089831013394,0.010991326902812681,0.012520955895533096,0.01482329764462768,0.004497682586038158,False
rf,fixed,0.3,0.01,0.25600611954755365,5,0.01929,0.017616191061066523,0.006938477749858141,0.006246806686743223,0.01482329764462768,0.004497682586038158,False
rf,fixed,0.3,0.02,0.25566771391426557,5,0.039999999999999994,0.011247847016207145,0.00995379751965635,0.004059894985929717,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.3,0.05,0.254252395813183,5,0.04696499999999999,0.012242364967603279,0.017556942530598984,0.015238669699631453,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.3,0.1,0.25432074795894133,5,0.04243,0.01920080076455146,0.03206614249817623,0.016256684735436053,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.3,0.2,0.25405201657983284,5,0.051644999999999996,0.017108408020619567,0.029634433006403494,0.011136356335218645,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.3,0.5,0.25354973425167204,5,0.04992500000000001,0.008002636284375295,0.06134392477911974,0.023183671681870348,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.7,0.02,0.5602404002212811,5,0.039569999999999994,0.012166724600318694,0.008462349031368999,0.012812978599367825,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.7,0.05,0.5599149552431368,5,0.038375000000000006,0.005203154091510262,0.017394828564480803,0.01133720351445978,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.7,0.1,0.5598887757901365,5,0.044375,0.009023995789006114,-0.00434465429196722,0.010290023576147573,0.01482329764462768,0.004497682586038158,True
rf,fixed,0.7,0.2,0.5591151059912842,5,0.0539,0.007642009716036745,0.017654210910269884,0.042076280943204536,0.01482329764462768,0.004497682586038158,True
rf,fixed,1.5,0.005,1.0610277222805933,5,0.016164999999999995,0.02690274498076358,0.00695468914646995,0.003485638771055449,0.01482329764462768,0.004497682586038158,False
rf,fixed,1.5,0.01,1.062867229170972,5,0.01172,0.016125294570952804,0.00418254032584906,0.002071794922422531,0.01482329764462768,0.004497682586038158,False
rf,fixed,1.5,0.02,1.0621106413443386,5,0.021925000000000004,0.02104706778864933,0.0007133014509199676,0.00741026645288335,0.01482329764462768,0.004497682586038158,False
rf,fixed,1.5,0.05,1.0591578042930059,5,0.031020000000000002,0.008233191209974419,-0.006030639539596328,0.010817175108497432,0.01482329764462768,0.004497682586038158,True
rf,fixed,1.5,0.1,1.0581742146559063,5,0.031474999999999996,0.014083578646778665,-0.01698954364918539,0.008816339673390657,0.01482329764462768,0.004497682586038158,True
rf,fixed,1.5,0.2,1.0542563956797593,5,0.037434999999999996,0.015313756070931783,-0.0349031369052444,0.015460076384269593,0.01482329764462768,0.004497682586038158,True
